Id_cliente;venta_total;costo_unitario;cant_unidades;filial_id;dia_id;id;nota;atencion_amable;nivel_2;rango_edad;codigo_del_vendedor;comuna;region;dia_respuesta
a1;5899;3847;1;257;2022-07-26 00:00:00.000000;752694;1;2;Locales;De 46 a 60 años;1179;lota;VIII Biobio;27-07-2022
a2;15097;7580;1;476;2022-06-03 00:00:00.000000;720658;9;8;Locales;De 46 a 60 años;900;concon;V Valparaiso;05-06-2022
a2;72572;44773;1;476;2022-05-25 00:00:00.000000;714854;10;10;Locales;De 46 a 60 años;4466;concon;V Valparaiso;27-05-2022
a3;9963;4275;1;416;2023-01-30 00:00:00.000000;850997;10;10;Locales;De 46 a 60 años;12799;calama;II Antofagasta;01-02-2023
a4;24989;17796;1;289;2021-10-17 00:00:00.000000;601663;10;10;Locales;De 46 a 60 años;12387;concepcion;VIII Biobio;18-10-2021
a4;38202;25787;1;341;2021-09-29 00:00:00.000000;591727;10;9;Locales;De 46 a 60 años;1515;concepcion;VIII Biobio;30-09-2021
a5;20909;11594;1;476;2023-03-13 00:00:00.000000;874764;10;10;Locales;De 46 a 60 años;18744;concon;V Valparaiso;18-03-2023
a5;9461;54636;1;476;2022-08-01 00:00:00.000000;756192;7;10;Locales;De 46 a 60 años;21425;concon;V Valparaiso;02-08-2022
a6;4989;2418;1;381;2021-07-06 00:00:00.000000;550637;10;10;Locales;De 46 a 60 años;12775;viña del mar;V Valparaiso;11-07-2021
a6;42218;27999;1;595;2022-04-09 00:00:00.000000;691748;8;10;Locales;De 46 a 60 años;8586;quilpue;V Valparaiso;14-04-2022
a7;15519;9300;1;398;2021-12-20 00:00:00.000000;634418;10;10;Locales;De 46 a 60 años;5213;chiguayante;VIII Biobio;22-12-2021
a7;8839;3411;1;398;2021-01-08 00:00:00.000000;464172;10;10;Locales;De 46 a 60 años;4909;chiguayante;VIII Biobio;09-01-2021
a7;14883;7865;1;398;2021-04-16 00:00:00.000000;498079;10;10;Locales;De 46 a 60 años;8648;chiguayante;VIII Biobio;17-04-2021
a7;31198;47267;1;398;2021-06-11 00:00:00.000000;533054;10;10;Locales;De 46 a 60 años;14087;chiguayante;VIII Biobio;13-06-2021
a7;23998;20097;1;643;2021-01-05 00:00:00.000000;465233;10;10;Locales;De 46 a 60 años;22683;concepcion;VIII Biobio;12-01-2021
a7;96226;61224;1;643;2021-03-24 00:00:00.000000;488048;10;10;Locales;De 46 a 60 años;22683;concepcion;VIII Biobio;25-03-2021
a7;10999;4810;1;643;2021-03-18 00:00:00.000000;486732;10;10;Locales;De 46 a 60 años;10820;concepcion;VIII Biobio;21-03-2021
a8;34443;23301;1;284;2023-01-09 00:00:00.000000;840098;2;6;Locales;De 46 a 60 años;17126;los angeles;VIII Biobio;10-01-2023
a9;24633;13000;1;70;2021-06-25 00:00:00.000000;545529;10;10;Locales;De 46 a 60 años;18011;antofagasta;II Antofagasta;04-07-2021
a10;60140;51086;1;430;2021-10-19 00:00:00.000000;602690;10;10;Locales;De 46 a 60 años;68;concepcion;VIII Biobio;20-10-2021
a10;61632;52436;1;430;2022-04-29 00:00:00.000000;700211;9;10;Locales;De 46 a 60 años;68;concepcion;VIII Biobio;01-05-2022
a10;27191;14481;1;570;2021-11-12 00:00:00.000000;616634;9;9;Locales;De 46 a 60 años;7570;coronel;VIII Biobio;17-11-2021
a10;55895;49702;1;570;2021-12-16 00:00:00.000000;633449;9;10;Locales;De 46 a 60 años;14917;coronel;VIII Biobio;21-12-2021
a11;1964;13619;1;437;2022-02-04 00:00:00.000000;654901;10;10;Locales;De 46 a 60 años;16092;la serena;IV Coquimbo;06-02-2022
a11;115455;76604;1;569;2022-11-22 00:00:00.000000;814835;9;10;Locales;De 46 a 60 años;14052;Ñuñoa;Metropolitana;23-11-2022
a12;51557;31338;1;121;2022-03-14 00:00:00.000000;674918;10;10;Locales;De 46 a 60 años;19847;las condes;Metropolitana;16-03-2022
a12;12725;23250;1;648;2022-01-04 00:00:00.000000;641918;10;10;Locales;De 46 a 60 años;14885;las condes;Metropolitana;09-01-2022
a12;12725;23056;1;648;2021-11-30 00:00:00.000000;623296;10;10;Locales;De 46 a 60 años;14885;las condes;Metropolitana;02-12-2021
a13;58326;35925;1;291;2021-03-31 00:00:00.000000;491797;9;10;Locales;De 46 a 60 años;11161;san pedro de la paz;VIII Biobio;06-04-2021
a14;15979;12451;1;;2022-11-09 00:00:00.000000;807304;10;;Dermocoaching;De 46 a 60 años;5544;castro;X Los Lagos;10-11-2022
a14;13299;13229;1;454;2021-11-24 00:00:00.000000;621075;10;10;Locales;De 46 a 60 años;5598;castro;X Los Lagos;27-11-2021
a15;10348;6742;1;483;2021-01-21 00:00:00.000000;468987;9;10;Locales;De 46 a 60 años;23606;talca;VII Maule;23-01-2021
a16;27983;14792;1;247;2021-09-22 00:00:00.000000;589406;10;10;Locales;De 46 a 60 años;4783;valdivia;XIV Los Rios;23-09-2021
a16;34447;11771;1;247;2021-05-25 00:00:00.000000;520382;9;10;Locales;De 46 a 60 años;4783;valdivia;XIV Los Rios;26-05-2021
a16;13120;14964;1;247;2022-03-31 00:00:00.000000;684448;10;10;Locales;De 46 a 60 años;4765;valdivia;XIV Los Rios;01-04-2022
a16;38983;15510;1;247;2022-01-28 00:00:00.000000;651906;10;10;Locales;De 46 a 60 años;4765;valdivia;XIV Los Rios;29-01-2022
a17;71277;39732;1;59;2022-09-29 00:00:00.000000;785077;8;9;Locales;De 46 a 60 años;25707;osorno;X Los Lagos;30-09-2022
a17;33172;14826;1;;2022-06-03 00:00:00.000000;720024;8;;Retiro en Tienda;De 46 a 60 años;6246;osorno;X Los Lagos;04-06-2022
a17;13839;9815;1;;2022-10-29 00:00:00.000000;801294;8;;Retiro en Tienda;De 46 a 60 años;11191;osorno;X Los Lagos;30-10-2022
a18;15297;8870;1;348;2021-12-10 00:00:00.000000;631373;10;10;Locales;De 46 a 60 años;2079;arica;XV Arica y Parinacota;16-12-2021
a19;37094;26984;1;390;2022-02-28 00:00:00.000000;667001;10;10;Locales;De 46 a 60 años;7134;san pedro de la paz;VIII Biobio;02-03-2022
a19;35099;19494;1;470;2022-08-13 00:00:00.000000;764105;10;10;Locales;De 46 a 60 años;3327;angol;IX La Araucania;14-08-2022
a19;44181;34668;1;583;2022-07-29 00:00:00.000000;758085;10;10;Locales;De 46 a 60 años;16264;talcahuano;VIII Biobio;04-08-2022
a20;277059;779562;1;405;2021-09-29 00:00:00.000000;591637;10;10;Locales;De 46 a 60 años;1607;la florida;Metropolitana;30-09-2021
a21;4390;2528;1;615;2022-07-04 00:00:00.000000;740283;10;10;Locales;De 46 a 60 años;25441;colina;Metropolitana;05-07-2022
a22;38047;33217;1;;2021-12-28 00:00:00.000000;638681;10;;Compra Online Despac;De 46 a 60 años;1;san bernardo;Metropolitana;01-01-2022
a23;6814;2383;1;422;2022-04-11 00:00:00.000000;692777;10;10;Locales;De 46 a 60 años;11256;valparaiso;V Valparaiso;17-04-2022
a23;73199;63138;1;488;2022-04-20 00:00:00.000000;696571;10;10;Locales;De 46 a 60 años;24028;valparaiso;V Valparaiso;24-04-2022
a23;28078;21280;1;488;2022-05-18 00:00:00.000000;715315;10;10;Locales;De 46 a 60 años;19448;valparaiso;V Valparaiso;29-05-2022
a24;7627;7300;1;289;2021-07-17 00:00:00.000000;554464;10;10;Locales;De 46 a 60 años;22359;concepcion;VIII Biobio;19-07-2021
a24;15189;10076;1;489;2021-10-04 00:00:00.000000;593652;10;10;Locales;De 46 a 60 años;14069;concepcion;VIII Biobio;05-10-2021
a25;12509;6427;1;98;2022-09-22 00:00:00.000000;782190;10;10;Locales;De 60 años y mÃ¡s;865;colina;Metropolitana;24-09-2022
a25;14284;4180;1;141;2022-08-27 00:00:00.000000;770695;10;10;Locales;De 60 años y mÃ¡s;19303;san bernardo;Metropolitana;29-08-2022
a25;19799;8144;1;461;2022-12-09 00:00:00.000000;824293;7;5;Locales;De 60 años y mÃ¡s;24005;buin;Metropolitana;10-12-2022
a25;16149;7277;1;485;2022-09-30 00:00:00.000000;785982;10;10;Locales;De 60 años y mÃ¡s;8172;paine;Metropolitana;03-10-2022
a25;19128;10857;1;485;2022-03-14 00:00:00.000000;674654;10;10;Locales;De 60 años y más;21582;paine;Metropolitana;15-03-2022
a25;20921;9870;1;485;2022-08-17 00:00:00.000000;766160;10;10;Locales;De 60 años y mÃ¡s;7014;paine;Metropolitana;19-08-2022
a25;8458;3617;1;485;2022-04-24 00:00:00.000000;697390;10;10;Locales;De 60 años y más;7014;paine;Metropolitana;25-04-2022
a25;39794;13649;1;485;2022-09-13 00:00:00.000000;778486;10;10;Locales;De 60 años y mÃ¡s;12962;paine;Metropolitana;14-09-2022
a26;69079;46642;1;394;2021-05-13 00:00:00.000000;515687;7;9;Locales;De 46 a 60 años;6924;talca;VII Maule;18-05-2021
a27;68111;40641;1;;2021-11-04 00:00:00.000000;612617;9;;Retiro en Tienda;De 46 a 60 años;9677;talca;VII Maule;09-11-2021
a27;60785;41577;1;373;2023-02-24 00:00:00.000000;863502;9;9;Locales;De 46 a 60 años;2673;curico;VII Maule;26-02-2023
a28;17338;8145;1;366;2022-12-01 00:00:00.000000;819760;7;7;Locales;De 46 a 60 años;14936;viña del mar;V Valparaiso;02-12-2022
a29;4589;3186;1;378;2021-05-15 00:00:00.000000;514457;10;10;Locales;De 46 a 60 años;11122;Reñaca;V Valparaiso;16-05-2021
a29;7999;1679;1;378;2021-05-26 00:00:00.000000;521289;10;10;Locales;De 46 a 60 años;21022;Reñaca;V Valparaiso;28-05-2021
a29;7999;1679;1;378;2021-06-09 00:00:00.000000;533825;10;10;Locales;De 46 a 60 años;19677;Reñaca;V Valparaiso;14-06-2021
a29;1104;497;1;378;2021-12-13 00:00:00.000000;630177;10;10;Locales;De 46 a 60 años;22925;viña del mar;V Valparaiso;14-12-2021
a29;4499;2650;1;378;2021-01-07 00:00:00.000000;464349;10;10;Locales;De 46 a 60 años;3528;Reñaca;V Valparaiso;10-01-2021
a29;3994;3018;1;378;2021-03-14 00:00:00.000000;484928;10;10;Locales;De 46 a 60 años;4462;Reñaca;V Valparaiso;15-03-2021
a29;7999;2014;1;378;2021-04-16 00:00:00.000000;498247;10;10;Locales;De 46 a 60 años;4462;Reñaca;V Valparaiso;17-04-2021
a29;7999;2014;1;378;2021-04-24 00:00:00.000000;502964;10;10;Locales;De 46 a 60 años;4462;Reñaca;V Valparaiso;25-04-2021
a29;7999;1813;1;378;2021-05-05 00:00:00.000000;508331;10;10;Locales;De 46 a 60 años;4462;Reñaca;V Valparaiso;06-05-2021
a29;750;1334;1;378;2021-09-10 00:00:00.000000;584108;10;10;Locales;De 46 a 60 años;11122;viña del mar;V Valparaiso;12-09-2021
a29;6654;2999;1;378;2022-06-14 00:00:00.000000;728643;10;10;Locales;De 46 a 60 años;19677;viña del mar;V Valparaiso;15-06-2022
a29;1380;725;1;378;2021-02-07 00:00:00.000000;474222;10;10;Locales;De 46 a 60 años;4462;Reñaca;V Valparaiso;09-02-2021
a29;7999;1679;1;378;2021-06-03 00:00:00.000000;525938;10;10;Locales;De 46 a 60 años;22925;Reñaca;V Valparaiso;04-06-2021
a29;2999;1849;1;378;2022-03-15 00:00:00.000000;675211;10;10;Locales;De 46 a 60 años;19677;viña del mar;V Valparaiso;16-03-2022
a30;16279;8052;1;360;2022-02-15 00:00:00.000000;661846;9;10;Locales;De 36 a 45 años;2966;punta arenas;XII Magallanes y Antartica;20-02-2022
a31;136305;86655;1;594;2021-11-11 00:00:00.000000;615363;10;10;Locales;De 46 a 60 años;25511;coquimbo;IV Coquimbo;14-11-2021
a32;17445;9211;1;428;2022-10-11 00:00:00.000000;791994;10;10;Locales;De 46 a 60 años;11871;la serena;IV Coquimbo;12-10-2022
a33;35550;38711;1;393;2022-03-31 00:00:00.000000;684690;5;6;Locales;De 46 a 60 años;22395;san pedro de la paz;VIII Biobio;01-04-2022
a33;26751;11240;1;430;2022-03-04 00:00:00.000000;668645;7;8;Locales;De 46 a 60 años;8281;concepcion;VIII Biobio;05-03-2022
a34;60900;39769;1;292;2021-04-19 00:00:00.000000;503290;10;10;Locales;De 46 a 60 años;15207;san fernando;VI O'Higgins;26-04-2021
a35;1290;853;1;411;2022-02-22 00:00:00.000000;663400;10;10;Locales;De 46 a 60 años;4164;ancud;X Los Lagos;23-02-2022
a36;277059;779562;1;30;2021-09-13 00:00:00.000000;585323;10;10;Locales;De 46 a 60 años;4378;la serena;IV Coquimbo;14-09-2021
a37;10999;5208;1;489;2022-04-10 00:00:00.000000;689920;10;10;Locales;De 46 a 60 años;21094;concepcion;VIII Biobio;11-04-2022
a37;7099;3198;1;489;2021-10-30 00:00:00.000000;610201;10;10;Locales;De 46 a 60 años;14038;concepcion;VIII Biobio;04-11-2021
a37;3134;1480;1;638;2022-03-15 00:00:00.000000;677774;5;2;Locales;De 46 a 60 años;13373;concepcion;VIII Biobio;21-03-2022
a38;18973;10657;1;49;2023-01-09 00:00:00.000000;843180;10;10;Locales;De 46 a 60 años;24674;antofagasta;II Antofagasta;16-01-2023
a39;126875;86570;1;;2022-08-31 00:00:00.000000;772423;10;;Retiro en Tienda;De 46 a 60 años;1;santa cruz;VI O'Higgins;02-09-2022
a40;22810;15414;1;469;2021-08-25 00:00:00.000000;575551;10;10;Locales;De 46 a 60 años;3529;valparaiso;V Valparaiso;26-08-2021
a40;6183;1511;1;469;2021-11-02 00:00:00.000000;609863;10;10;Locales;De 46 a 60 años;2732;valparaiso;V Valparaiso;03-11-2021
a40;17088;7337;1;541;2021-04-02 00:00:00.000000;492839;9;10;Locales;De 46 a 60 años;11635;viña del mar;V Valparaiso;08-04-2021
a40;4999;2840;1;777;2022-07-07 00:00:00.000000;741774;10;10;Locales;De 46 a 60 años;16482;viña del mar;V Valparaiso;08-07-2022
a41;21523;16404;1;419;2021-03-29 00:00:00.000000;489597;10;10;Locales;De 46 a 60 años;4867;quillota;V Valparaiso;30-03-2021
a41;14248;12630;1;;2021-10-12 00:00:00.000000;601384;10;;Retiro en Tienda;De 46 a 60 años;1;la cruz;V Valparaiso;18-10-2021
a41;16788;9404;1;;2021-05-30 00:00:00.000000;529313;9;;Retiro en Tienda;De 46 a 60 años;4979;quillota;V Valparaiso;07-06-2021
a42;12634;5513;1;177;2022-05-07 00:00:00.000000;704476;1;4;Locales;De 46 a 60 años;19230;las condes;Metropolitana;08-05-2022
a43;68988;23939;1;;2021-06-30 00:00:00.000000;544015;10;;Compra TelefÃ³nica;De 46 a 60 años;19248;las condes;Metropolitana;01-07-2021
a43;35989;23939;1;;2021-04-02 00:00:00.000000;490971;10;;Compra TelefÃ³nica;De 46 a 60 años;2437;las condes;Metropolitana;04-04-2021
a43;16895;11814;1;574;2021-05-11 00:00:00.000000;511638;10;10;Locales;De 46 a 60 años;23430;quilicura;Metropolitana;12-05-2021
a43;72927;47361;1;574;2023-01-04 00:00:00.000000;839766;3;10;Locales;De 46 a 60 años;21135;quilicura;Metropolitana;10-01-2023
a44;21475;11784;1;53;2023-03-04 00:00:00.000000;870979;10;10;Locales;De 46 a 60 años;5479;copiapo;III Atacama;11-03-2023
a45;19833;16196;1;459;2022-05-23 00:00:00.000000;712877;10;10;Locales;De 46 a 60 años;10657;alto hospicio;I Tarapaca;24-05-2022
a46;1380400;1186594;1;348;2023-02-23 00:00:00.000000;864608;10;10;Locales;De 46 a 60 años;778;arica;XV Arica y Parinacota;28-02-2023
a46;2449;8692;1;348;2023-01-09 00:00:00.000000;840059;10;10;Locales;De 46 a 60 años;778;arica;XV Arica y Parinacota;10-01-2023
a47;28693;23224;1;;2021-06-03 00:00:00.000000;528757;10;;Compra Online Despac;De 46 a 60 años;1;san bernardo;Metropolitana;07-06-2021
a48;42503;34093;1;107;2022-02-06 00:00:00.000000;657771;5;9;Locales;De 46 a 60 años;5326;maipu;Metropolitana;12-02-2022
a48;2109;839;1;175;2021-06-18 00:00:00.000000;538860;10;10;Locales;De 46 a 60 años;14164;maipu;Metropolitana;22-06-2021
a49;4066;2143;1;481;2021-06-29 00:00:00.000000;543542;10;10;Locales;De 36 a 45 años;21148;temuco;IX La Araucania;01-07-2021
a50;285629;779562;1;650;2021-06-30 00:00:00.000000;543918;9;10;Locales;De 46 a 60 años;12230;molina;VII Maule;01-07-2021
a50;285629;779562;1;650;2021-03-01 00:00:00.000000;481148;8;10;Locales;De 46 a 60 años;7128;molina;VII Maule;02-03-2021
a50;285629;779562;1;650;2021-06-02 00:00:00.000000;525181;9;10;Locales;De 46 a 60 años;12230;molina;VII Maule;03-06-2021
a51;32638;24046;1;;2022-07-18 00:00:00.000000;748711;7;;Retiro en Tienda;Sin registro;15822;las condes;Metropolitana;20-07-2022
a52;15099;6496;1;481;2022-09-26 00:00:00.000000;783553;2;3;Locales;De 46 a 60 años;21148;temuco;IX La Araucania;27-09-2022
a53;5122;3212;1;619;2022-05-06 00:00:00.000000;706251;10;10;Locales;De 46 a 60 años;19709;arica;XV Arica y Parinacota;11-05-2022
a53;22445;14903;1;619;2022-06-03 00:00:00.000000;720761;10;10;Locales;De 46 a 60 años;19841;arica;XV Arica y Parinacota;05-06-2022
a54;74865;40681;1;572;2023-02-08 00:00:00.000000;857720;8;10;Locales;De 46 a 60 años;22993;puerto varas;X Los Lagos;14-02-2023
a55;35038;31056;1;647;2022-12-04 00:00:00.000000;823152;10;10;Locales;De 46 a 60 años;23691;copiapo;III Atacama;08-12-2022
a56;42786;21839;1;350;2022-10-12 00:00:00.000000;792368;9;9;Locales;De 46 a 60 años;24503;talcahuano;VIII Biobio;13-10-2022
a56;44460;37920;1;392;2022-11-14 00:00:00.000000;810095;9;9;Locales;De 46 a 60 años;9002;talcahuano;VIII Biobio;15-11-2022
a56;16001;11647;1;392;2023-01-06 00:00:00.000000;838665;8;6;Locales;De 46 a 60 años;19279;talcahuano;VIII Biobio;08-01-2023
a56;5999;3030;1;392;2023-02-21 00:00:00.000000;863723;8;9;Locales;De 46 a 60 años;7584;talcahuano;VIII Biobio;27-02-2023
a57;5149;2304;1;48;2021-04-21 00:00:00.000000;502654;10;10;Locales;De 46 a 60 años;5145;concepcion;VIII Biobio;24-04-2021
a57;54097;25318;1;48;2021-03-17 00:00:00.000000;485953;10;10;Locales;De 46 a 60 años;1529;concepcion;VIII Biobio;18-03-2021
a57;33829;23250;1;;2022-11-04 00:00:00.000000;807094;10;;Retiro en Tienda;De 46 a 60 años;14329;macul;Metropolitana;09-11-2022
a57;78151;54583;1;;2021-10-06 00:00:00.000000;600626;9;;Retiro en Tienda;De 46 a 60 años;1;concepcion;VIII Biobio;16-10-2021
a57;72829;46414;1;489;2023-03-17 00:00:00.000000;875015;10;10;Locales;De 46 a 60 años;20607;concepcion;VIII Biobio;19-03-2023
a57;25627;20296;1;;2022-10-06 00:00:00.000000;788914;10;;Retiro en Tienda;De 46 a 60 años;21094;concepcion;VIII Biobio;07-10-2022
a57;27893;23077;1;;2022-10-08 00:00:00.000000;793351;9;;Retiro en Tienda;De 46 a 60 años;21124;concepcion;VIII Biobio;14-10-2022
a57;32393;33645;1;;2022-12-16 00:00:00.000000;828471;10;;Retiro en Tienda;De 46 a 60 años;15194;concepcion;VIII Biobio;18-12-2022
a57;142132;26577;1;643;2021-02-09 00:00:00.000000;474982;9;10;Locales;De 46 a 60 años;23642;concepcion;VIII Biobio;11-02-2021
a57;22795;14990;1;;2022-05-30 00:00:00.000000;722271;10;;Retiro en Tienda;De 46 a 60 años;22683;hualpen;VIII Biobio;06-06-2022
a58;33241;23484;1;;2021-03-07 00:00:00.000000;483076;10;;Dermocoaching;De 46 a 60 años;6844;punta arenas;XII Magallanes y Antartica;08-03-2021
a58;20045;11946;1;360;2021-01-21 00:00:00.000000;469391;10;10;Locales;De 46 a 60 años;2336;punta arenas;XII Magallanes y Antartica;25-01-2021
a58;586;378;1;360;2021-04-18 00:00:00.000000;499703;10;10;Locales;De 46 a 60 años;17363;punta arenas;XII Magallanes y Antartica;19-04-2021
a58;7999;10072;1;360;2022-06-20 00:00:00.000000;731983;10;10;Locales;De 46 a 60 años;18794;punta arenas;XII Magallanes y Antartica;21-06-2022
a58;699;371;1;360;2022-03-21 00:00:00.000000;679145;10;10;Locales;De 46 a 60 años;17363;punta arenas;XII Magallanes y Antartica;23-03-2022
a58;26295;12179;1;360;2021-09-19 00:00:00.000000;588168;10;10;Locales;De 46 a 60 años;18794;punta arenas;XII Magallanes y Antartica;21-09-2021
a58;80616;55222;1;360;2022-09-21 00:00:00.000000;781485;10;10;Locales;De 46 a 60 años;2966;punta arenas;XII Magallanes y Antartica;22-09-2022
a58;37765;22634;1;360;2021-05-26 00:00:00.000000;520659;10;10;Locales;De 46 a 60 años;18794;punta arenas;XII Magallanes y Antartica;27-05-2021
a58;6799;2280;1;360;2021-06-11 00:00:00.000000;533281;10;10;Locales;De 46 a 60 años;18794;punta arenas;XII Magallanes y Antartica;13-06-2021
a58;2719;1357;1;360;2021-03-24 00:00:00.000000;488031;10;10;Locales;De 46 a 60 años;18794;punta arenas;XII Magallanes y Antartica;25-03-2021
a58;4396;1365;1;360;2021-04-22 00:00:00.000000;504509;10;10;Locales;De 46 a 60 años;18794;punta arenas;XII Magallanes y Antartica;28-04-2021
a58;21119;64917;1;360;2021-05-25 00:00:00.000000;519747;10;10;Locales;De 46 a 60 años;18794;punta arenas;XII Magallanes y Antartica;26-05-2021
a58;1547;4761;1;360;2021-06-03 00:00:00.000000;526014;10;10;Locales;De 46 a 60 años;18794;punta arenas;XII Magallanes y Antartica;04-06-2021
a58;13022;12360;1;360;2021-12-20 00:00:00.000000;633803;10;10;Locales;De 46 a 60 años;18794;punta arenas;XII Magallanes y Antartica;21-12-2021
a58;47248;39859;1;;2022-10-04 00:00:00.000000;789967;10;;Retiro en Tienda;De 46 a 60 años;2966;punta arenas;XII Magallanes y Antartica;09-10-2022
a58;9637;5699;1;604;2023-01-10 00:00:00.000000;840615;10;10;Locales;De 46 a 60 años;1832;talcahuano;VIII Biobio;11-01-2023
a59;54196;39079;1;319;2023-02-16 00:00:00.000000;861585;10;10;Locales;De 46 a 60 años;5264;temuco;IX La Araucania;22-02-2023
a60;5999;1500;1;374;2022-08-02 00:00:00.000000;756928;9;10;Locales;De 46 a 60 años;2524;temuco;IX La Araucania;03-08-2022
a61;25078;20779;1;756;2023-02-27 00:00:00.000000;866955;10;10;Locales;De 46 a 60 años;14190;valdivia;XIV Los Rios;04-03-2023
a62;11549;21393;1;387;2022-09-03 00:00:00.000000;773726;10;10;Locales;De 46 a 60 años;1513;talcahuano;VIII Biobio;06-09-2022
a63;22878;9448;1;33;2021-07-21 00:00:00.000000;556461;2;3;Locales;De 46 a 60 años;1761;viña del mar;V Valparaiso;22-07-2021
a64;4850;2412;1;37;2022-07-01 00:00:00.000000;738687;10;10;Locales;De 46 a 60 años;9929;valdivia;XIV Los Rios;03-07-2022
a64;27718;13914;1;756;2022-08-10 00:00:00.000000;762626;7;10;Locales;De 46 a 60 años;12161;valdivia;XIV Los Rios;11-08-2022
a65;18983;19892;1;80;2021-10-19 00:00:00.000000;602968;10;10;Locales;De 46 a 60 años;2514;puerto montt;X Los Lagos;20-10-2021
a66;16012;1410;1;558;2022-08-06 00:00:00.000000;759992;10;10;Locales;De 46 a 60 años;22709;Ñuñoa;Metropolitana;08-08-2022
a67;41884;13359;1;;2021-11-12 00:00:00.000000;616032;10;;Ãltima Milla;De 46 a 60 años;11580;las condes;Metropolitana;15-11-2021
a67;47165;13686;1;;2022-05-23 00:00:00.000000;713945;3;;Compra Online Despac;De 46 a 60 años;1;san bernardo;Metropolitana;25-05-2022
a68;42896;18843;1;53;2021-06-10 00:00:00.000000;532898;5;5;Locales;De 46 a 60 años;1941;copiapo;III Atacama;12-06-2021
a68;1759;934;1;53;2021-08-31 00:00:00.000000;577692;10;10;Locales;De 46 a 60 años;10638;copiapo;III Atacama;01-09-2021
a68;6997;2252;1;179;2021-09-10 00:00:00.000000;583151;10;10;Locales;De 46 a 60 años;18502;copiapo;III Atacama;11-09-2021
a68;23111;16412;1;179;2021-03-24 00:00:00.000000;488598;8;10;Locales;De 46 a 60 años;9222;copiapo;III Atacama;27-03-2021
a68;30436;18686;1;568;2022-04-30 00:00:00.000000;700598;8;10;Locales;De 46 a 60 años;6063;copiapo;III Atacama;01-05-2022
a68;29998;19745;1;647;2021-11-02 00:00:00.000000;612057;10;10;Locales;De 46 a 60 años;23691;copiapo;III Atacama;07-11-2021
a69;5451;3361;1;333;2022-11-18 00:00:00.000000;812730;10;10;Locales;De 46 a 60 años;5929;copiapo;III Atacama;20-11-2022
a70;24599;25834;1;335;2021-10-14 00:00:00.000000;599915;10;10;Locales;De 46 a 60 años;22452;antofagasta;II Antofagasta;15-10-2021
a70;20599;25920;1;384;2021-07-28 00:00:00.000000;561583;10;10;Locales;De 46 a 60 años;4170;antofagasta;II Antofagasta;02-08-2021
a71;23480;12646;1;156;2021-12-07 00:00:00.000000;628514;9;9;Locales;De 46 a 60 años;8695;cerrillos;Metropolitana;12-12-2021
a72;24499;53122;1;579;2021-06-26 00:00:00.000000;541683;10;10;Locales;De 46 a 60 años;16371;los angeles;VIII Biobio;27-06-2021
a72;51147;32417;1;579;2021-05-11 00:00:00.000000;512121;9;9;Locales;De 46 a 60 años;11996;los angeles;VIII Biobio;12-05-2021
a73;43136;22831;1;428;2021-09-01 00:00:00.000000;578892;10;10;Locales;De 46 a 60 años;2037;la serena;IV Coquimbo;03-09-2021
a73;47195;21580;1;428;2022-12-27 00:00:00.000000;833790;10;10;Locales;De 46 a 60 años;26217;la serena;IV Coquimbo;28-12-2022
a74;23798;17933;1;416;2022-09-12 00:00:00.000000;777598;1;1;Locales;De 46 a 60 años;25520;calama;II Antofagasta;13-09-2022
a74;11439;6550;1;647;2023-01-16 00:00:00.000000;845807;4;2;Locales;De 46 a 60 años;11272;copiapo;III Atacama;21-01-2023
a75;33829;20662;1;756;2021-12-09 00:00:00.000000;627770;10;10;Locales;De 46 a 60 años;2284;valdivia;XIV Los Rios;10-12-2021
a76;10299;2300;1;545;2021-11-08 00:00:00.000000;615114;10;10;Locales;De 46 a 60 años;21671;huechuraba;Metropolitana;14-11-2021
a77;1593;4822;1;247;2021-10-12 00:00:00.000000;598277;3;1;Locales;De 46 a 60 años;3860;valdivia;XIV Los Rios;13-10-2021
a78;57798;99916;1;28;2023-03-25 00:00:00.000000;879176;8;8;Locales;De 46 a 60 años;4538;rengo;VI O'Higgins;26-03-2023
a79;28468;20278;1;291;2022-12-18 00:00:00.000000;829162;10;10;Locales;De 46 a 60 años;25261;san pedro de la paz;VIII Biobio;19-12-2022
a80;15698;9286;1;558;2022-11-03 00:00:00.000000;805131;9;9;Locales;De 46 a 60 años;71;Ñuñoa;Metropolitana;07-11-2022
a81;67469;43380;1;568;2021-08-16 00:00:00.000000;573320;8;10;Locales;De 46 a 60 años;459;copiapo;III Atacama;22-08-2021
a82;22678;10845;1;386;2021-12-13 00:00:00.000000;630971;10;10;Locales;De 46 a 60 años;15195;san antonio;V Valparaiso;16-12-2021
a82;33953;15920;1;386;2022-01-31 00:00:00.000000;653546;10;10;Locales;De 46 a 60 años;2902;san antonio;V Valparaiso;01-02-2022
a82;6498;4043;1;386;2022-03-05 00:00:00.000000;669581;10;10;Locales;De 46 a 60 años;20880;san antonio;V Valparaiso;06-03-2022
a82;3437;2528;1;588;2022-08-26 00:00:00.000000;771760;10;10;Locales;De 46 a 60 años;17973;viña del mar;V Valparaiso;31-08-2022
a83;21008;19897;1;42;2021-06-29 00:00:00.000000;542916;9;9;Locales;De 46 a 60 años;8985;iquique;I Tarapaca;30-06-2021
