Id_cliente;venta_total;costo_unitario;cant_unidades;filial_id;dia_id;id;nota;atencion_amable;nivel_2;rango_edad;codigo_del_vendedor;comuna;region;dia_respuesta
a1783;5104;1276;1;55;2021-11-04 00:00:00.000000;611043;10;10;Locales;De 46 a 60 años;23420;la florida;Metropolitana;05-11-2021
a1783;12546;4875;1;55;2021-04-08 00:00:00.000000;495498;9;7;Locales;De 46 a 60 años;14206;la florida;Metropolitana;13-04-2021
a1784;38369;13904;1;38;2022-11-04 00:00:00.000000;804329;10;10;Locales;De 46 a 60 años;5912;santiago;Metropolitana;05-11-2022
a1784;49296;25926;1;175;2022-02-13 00:00:00.000000;659376;10;10;Locales;De 46 a 60 años;9613;maipu;Metropolitana;15-02-2022
a1784;49887;33179;1;475;2023-03-07 00:00:00.000000;871755;10;10;Locales;De 46 a 60 años;7073;santiago;Metropolitana;13-03-2023
a1785;11463;9956;1;162;2023-01-30 00:00:00.000000;850553;9;10;Locales;De 46 a 60 años;20650;lo prado;Metropolitana;31-01-2023
a1785;11463;11009;1;162;2023-02-27 00:00:00.000000;864766;9;10;Locales;De 46 a 60 años;14837;lo prado;Metropolitana;28-02-2023
a1786;14783;6166;1;590;2021-09-30 00:00:00.000000;593241;10;10;Locales;De 46 a 60 años;19796;providencia;Metropolitana;05-10-2021
a1787;46618;142829;1;483;2022-08-04 00:00:00.000000;758627;10;10;Locales;De 46 a 60 años;14714;talca;VII Maule;05-08-2022
a1788;10735;5359;1;360;2023-01-24 00:00:00.000000;847723;1;10;Locales;De 46 a 60 años;6745;punta arenas;XII Magallanes y Antartica;25-01-2023
a1789;4558;1033;1;470;2022-07-29 00:00:00.000000;757487;8;10;Locales;De 46 a 60 años;21730;angol;IX La Araucania;03-08-2022
a1789;55382;48734;1;480;2022-11-14 00:00:00.000000;811204;10;10;Locales;De 46 a 60 años;2260;las condes;Metropolitana;16-11-2022
a1790;23196;9737;1;48;2022-09-06 00:00:00.000000;774905;5;4;Locales;De 46 a 60 años;22285;concepcion;VIII Biobio;07-09-2022
a1790;66979;34356;1;48;2021-11-10 00:00:00.000000;616659;10;10;Locales;De 46 a 60 años;1397;concepcion;VIII Biobio;17-11-2021
a1791;53732;38749;1;201;2021-01-05 00:00:00.000000;464524;10;10;Locales;De 46 a 60 años;19462;viña del mar;V Valparaiso;10-01-2021
a1792;18199;14465;1;;2021-05-09 00:00:00.000000;514058;7;;Retiro en Tienda;De 46 a 60 años;9240;Ñuñoa;Metropolitana;15-05-2021
a1792;14519;8991;1;;2021-04-01 00:00:00.000000;490529;10;;Retiro en Tienda;De 46 a 60 años;15733;Ñuñoa;Metropolitana;02-04-2021
a1793;2090;1404;1;138;2023-03-03 00:00:00.000000;869627;8;9;Locales;De 46 a 60 años;16745;Ñuñoa;Metropolitana;09-03-2023
a1793;25184;15366;1;262;2023-01-12 00:00:00.000000;841629;10;10;Locales;De 46 a 60 años;20759;la reina;Metropolitana;13-01-2023
a1794;4799;4048;1;574;2021-03-12 00:00:00.000000;485686;10;10;Locales;De 46 a 60 años;11652;quilicura;Metropolitana;18-03-2021
a1794;31022;15866;1;574;2021-06-17 00:00:00.000000;539418;10;10;Locales;De 46 a 60 años;11652;quilicura;Metropolitana;23-06-2021
a1794;46341;27998;1;574;2021-07-23 00:00:00.000000;561068;10;10;Locales;De 46 a 60 años;11652;quilicura;Metropolitana;30-07-2021
a1794;12858;1597;1;574;2021-08-20 00:00:00.000000;575712;10;10;Locales;De 46 a 60 años;11652;quilicura;Metropolitana;26-08-2021
a1794;4724;1182;1;574;2021-09-06 00:00:00.000000;580992;10;10;Locales;De 46 a 60 años;11652;quilicura;Metropolitana;07-09-2021
a1794;16556;6878;1;574;2021-09-24 00:00:00.000000;590831;10;10;Locales;De 46 a 60 años;11652;quilicura;Metropolitana;27-09-2021
a1794;48475;30385;1;574;2021-10-24 00:00:00.000000;607471;10;10;Locales;De 46 a 60 años;11652;quilicura;Metropolitana;30-10-2021
a1794;18148;8902;1;574;2021-11-17 00:00:00.000000;619859;10;10;Locales;De 46 a 60 años;11652;quilicura;Metropolitana;22-11-2021
a1794;39291;26444;1;574;2022-04-23 00:00:00.000000;697688;10;10;Locales;De 46 a 60 años;11652;quilicura;Metropolitana;26-04-2022
a1794;17633;11125;1;574;2022-09-06 00:00:00.000000;775308;10;10;Locales;De 46 a 60 años;11652;quilicura;Metropolitana;09-09-2022
a1794;91896;54364;1;574;2022-10-09 00:00:00.000000;792161;10;10;Locales;De 46 a 60 años;11652;quilicura;Metropolitana;12-10-2022
a1794;23524;14843;1;574;2022-11-17 00:00:00.000000;814506;10;10;Locales;De 46 a 60 años;11652;quilicura;Metropolitana;22-11-2022
a1794;20866;53228;1;574;2023-01-11 00:00:00.000000;841966;10;10;Locales;De 46 a 60 años;11652;quilicura;Metropolitana;14-01-2023
a1794;26827;16755;1;574;2023-01-23 00:00:00.000000;849849;10;10;Locales;De 46 a 60 años;11652;quilicura;Metropolitana;29-01-2023
a1794;56842;43534;1;574;2023-03-20 00:00:00.000000;878251;10;10;Locales;De 46 a 60 años;11652;quilicura;Metropolitana;25-03-2023
a1794;5984;4931;1;574;2022-07-22 00:00:00.000000;752534;10;10;Locales;De 46 a 60 años;25207;quilicura;Metropolitana;26-07-2022
a1794;34498;20293;1;574;2022-07-31 00:00:00.000000;758155;10;10;Locales;De 46 a 60 años;11652;quilicura;Metropolitana;04-08-2022
a1794;19274;11907;1;574;2022-08-09 00:00:00.000000;762658;10;10;Locales;De 46 a 60 años;11652;quilicura;Metropolitana;11-08-2022
a1794;18248;9452;1;574;2022-09-16 00:00:00.000000;779874;10;10;Locales;De 46 a 60 años;11652;quilicura;Metropolitana;18-09-2022
a1794;48651;27486;1;574;2022-12-10 00:00:00.000000;826488;10;10;Locales;De 46 a 60 años;11652;quilicura;Metropolitana;14-12-2022
a1794;55949;32386;1;574;2023-03-04 00:00:00.000000;870436;10;10;Locales;De 46 a 60 años;11652;quilicura;Metropolitana;10-03-2023
a1794;1890;660;1;574;2022-06-03 00:00:00.000000;724077;10;10;Locales;De 46 a 60 años;11652;quilicura;Metropolitana;08-06-2022
a1794;990;550;1;574;2022-06-17 00:00:00.000000;732117;10;10;Locales;De 46 a 60 años;11652;quilicura;Metropolitana;21-06-2022
a1794;11006;6219;1;574;2022-08-16 00:00:00.000000;765638;10;10;Locales;De 46 a 60 años;11652;quilicura;Metropolitana;17-08-2022
a1794;20864;8002;1;574;2022-08-25 00:00:00.000000;771155;10;10;Locales;De 46 a 60 años;11652;quilicura;Metropolitana;30-08-2022
a1794;22072;13178;1;574;2022-12-21 00:00:00.000000;833415;10;10;Locales;De 46 a 60 años;11652;quilicura;Metropolitana;27-12-2022
a1794;16103;10960;1;596;2022-01-13 00:00:00.000000;647396;10;9;Locales;De 46 a 60 años;21075;quilicura;Metropolitana;20-01-2022
a1795;27297;11247;1;4;2021-12-17 00:00:00.000000;634658;10;10;Locales;De 46 a 60 años;6736;providencia;Metropolitana;23-12-2021
a1795;47872;13715;1;;2021-04-29 00:00:00.000000;508106;3;;Ãltima Milla;De 46 a 60 años;15947;las condes;Metropolitana;06-05-2021
a1795;23485;19552;1;151;2021-10-10 00:00:00.000000;597072;10;10;Locales;De 46 a 60 años;3020;la florida;Metropolitana;11-10-2021
a1795;13463;7899;1;151;2021-10-30 00:00:00.000000;608367;10;10;Locales;De 46 a 60 años;18377;la florida;Metropolitana;31-10-2021
a1795;13906;8448;1;151;2021-11-06 00:00:00.000000;613173;10;10;Locales;De 46 a 60 años;20772;la florida;Metropolitana;10-11-2021
a1795;13499;13213;1;151;2021-12-10 00:00:00.000000;629340;10;10;Locales;De 46 a 60 años;11696;la florida;Metropolitana;13-12-2021
a1795;32579;16468;1;405;2021-09-11 00:00:00.000000;583951;10;10;Locales;De 46 a 60 años;4882;la florida;Metropolitana;12-09-2021
a1796;33668;12430;1;;2022-01-22 00:00:00.000000;648863;0;;Compra Telefónica;De 18 a 25 años;23883;la florida;Metropolitana;23-01-2022
a1796;34332;10717;1;;2022-03-28 00:00:00.000000;685187;10;;Compra Telefónica;De 18 a 25 años;4327;la florida;Metropolitana;02-04-2022
a1796;56695;33353;1;;2022-04-24 00:00:00.000000;697407;10;;Compra Telefónica;De 18 a 25 años;15780;la florida;Metropolitana;25-04-2022
a1797;29078;13401;1;635;2022-08-12 00:00:00.000000;763775;10;10;Locales;De 46 a 60 años;19188;providencia;Metropolitana;14-08-2022
a1798;7940;6305;1;176;2023-02-03 00:00:00.000000;854450;10;10;Locales;De 46 a 60 años;17666;las condes;Metropolitana;07-02-2023
a1799;25901;60252;1;275;2022-12-02 00:00:00.000000;820328;0;3;Locales;De 46 a 60 años;16380;vitacura;Metropolitana;03-12-2022
a1800;17199;6089;1;424;2021-07-25 00:00:00.000000;560640;8;10;Locales;De 46 a 60 años;11881;rancagua;VI O'Higgins;30-07-2021
a1801;34287;21856;1;365;2022-10-25 00:00:00.000000;799682;10;10;Locales;De 46 a 60 años;7773;talca;VII Maule;27-10-2022
a1802;33498;19853;1;457;2021-08-31 00:00:00.000000;579755;7;10;Locales;De 46 a 60 años;5765;la serena;IV Coquimbo;05-09-2021
a1803;77045;40828;1;318;2023-02-20 00:00:00.000000;863253;10;10;Locales;De 46 a 60 años;8882;ovalle;IV Coquimbo;25-02-2023
a1804;11703;4735;1;341;2022-06-14 00:00:00.000000;730863;10;10;Locales;De 46 a 60 años;1515;concepcion;VIII Biobio;19-06-2022
a1804;223398;147216;1;446;2022-12-10 00:00:00.000000;825986;9;10;Locales;De 46 a 60 años;12950;concepcion;VIII Biobio;13-12-2022
a1804;15967;8465;1;453;2021-08-19 00:00:00.000000;572664;10;10;Locales;De 46 a 60 años;5220;concepcion;VIII Biobio;20-08-2021
a1805;26196;11096;1;53;2021-12-27 00:00:00.000000;637891;9;10;Locales;De 46 a 60 años;4433;copiapo;III Atacama;29-12-2021
a1805;26195;13423;1;568;2022-12-01 00:00:00.000000;820155;9;10;Locales;De 46 a 60 años;20161;copiapo;III Atacama;03-12-2022
a1806;19179;9416;1;541;2022-04-08 00:00:00.000000;689163;10;10;Locales;De 46 a 60 años;22589;viña del mar;V Valparaiso;10-04-2022
a1807;26199;16559;1;347;2021-06-08 00:00:00.000000;534005;10;10;Locales;De 46 a 60 años;5711;los angeles;VIII Biobio;14-06-2021
a1808;3119;699;1;293;2022-04-19 00:00:00.000000;694942;10;10;Locales;De 46 a 60 años;10388;villarrica;IX La Araucania;21-04-2022
a1808;6878;1400;1;434;2021-02-24 00:00:00.000000;479427;10;1;Locales;De 46 a 60 años;7255;pucon;IX La Araucania;25-02-2021
a1808;3999;1060;1;434;2021-04-06 00:00:00.000000;494571;10;7;Locales;De 46 a 60 años;15167;pucon;IX La Araucania;11-04-2021
a1808;3039;692;1;434;2021-06-07 00:00:00.000000;532200;1;1;Locales;De 46 a 60 años;22438;pucon;IX La Araucania;12-06-2021
a1808;11877;7752;1;434;2022-02-26 00:00:00.000000;668094;10;10;Locales;De 46 a 60 años;15167;pucon;IX La Araucania;04-03-2022
a1809;69492;38094;1;482;2021-03-19 00:00:00.000000;488284;10;10;Locales;De 36 a 45 años;2793;las condes;Metropolitana;25-03-2021
a1810;2856;20852;1;191;2022-07-06 00:00:00.000000;741290;10;10;Locales;De 46 a 60 años;6767;santiago;Metropolitana;07-07-2022
a1810;6875;1419;1;271;2022-09-01 00:00:00.000000;774588;10;10;Locales;De 46 a 60 años;4565;san miguel;Metropolitana;07-09-2022
a1810;2858;950;1;768;2022-09-22 00:00:00.000000;783791;10;10;Locales;De 46 a 60 años;15302;san miguel;Metropolitana;27-09-2022
a1811;23998;16373;1;;2022-06-06 00:00:00.000000;723286;10;;Dermocoaching;De 46 a 60 años;4292;cerrillos;Metropolitana;07-06-2022
a1811;93097;46838;1;;2022-04-11 00:00:00.000000;690295;10;;Dermocoaching;De 46 a 60 años;20746;las condes;Metropolitana;12-04-2022
a1812;31895;17869;1;486;2021-12-17 00:00:00.000000;634550;9;9;Locales;De 46 a 60 años;21225;santiago;Metropolitana;23-12-2021
a1813;23897;14142;1;1;2021-11-22 00:00:00.000000;622342;9;10;Locales;De 46 a 60 años;9003;santiago;Metropolitana;30-11-2021
a1813;5777;2563;1;94;2021-10-07 00:00:00.000000;597288;9;10;Locales;De 46 a 60 años;17331;la cisterna;Metropolitana;12-10-2021
a1814;12494;7741;1;151;2022-08-18 00:00:00.000000;766197;9;9;Locales;De 46 a 60 años;4374;la florida;Metropolitana;19-08-2022
a1814;6511;3547;1;188;2021-01-28 00:00:00.000000;472568;8;10;Locales;De 46 a 60 años;17194;la florida;Metropolitana;03-02-2021
a1815;20071;7922;1;154;2021-08-16 00:00:00.000000;573205;10;10;Locales;De 46 a 60 años;20296;vitacura;Metropolitana;21-08-2021
a1815;26546;17257;1;614;2022-08-31 00:00:00.000000;773985;10;10;Locales;De 46 a 60 años;20746;las condes;Metropolitana;06-09-2022
a1815;88257;58425;1;697;2022-11-03 00:00:00.000000;803859;10;10;Local Deshabilitado;De 46 a 60 años;23466;las condes;Metropolitana;04-11-2022
a1816;16279;9868;1;554;2022-09-29 00:00:00.000000;786692;10;10;Locales;De 46 a 60 años;18669;lo barnechea;Metropolitana;04-10-2022
a1816;6807;65976;1;554;2022-12-04 00:00:00.000000;821615;10;10;Locales;De 46 a 60 años;22282;lo barnechea;Metropolitana;05-12-2022
a1816;4451;44678;1;554;2023-01-08 00:00:00.000000;839668;10;10;Locales;De 46 a 60 años;22282;lo barnechea;Metropolitana;09-01-2023
a1817;30853;27963;1;100;2021-11-26 00:00:00.000000;621464;0;7;Locales;De 46 a 60 años;13482;las condes;Metropolitana;28-11-2021
a1817;8489;3612;1;100;2021-12-17 00:00:00.000000;632352;10;10;Locales;De 46 a 60 años;13482;las condes;Metropolitana;19-12-2021
a1818;73369;45419;1;428;2023-03-09 00:00:00.000000;872624;8;10;Locales;De 46 a 60 años;6870;la serena;IV Coquimbo;14-03-2023
a1819;44800;25524;1;156;2023-01-06 00:00:00.000000;838391;10;10;Locales;De 46 a 60 años;4292;cerrillos;Metropolitana;07-01-2023
a1820;48720;23536;1;243;2021-06-11 00:00:00.000000;537314;10;10;Locales;De 46 a 60 años;8566;calera;V Valparaiso;19-06-2021
a1820;74143;50152;1;301;2022-07-11 00:00:00.000000;744603;10;9;Locales;De 46 a 60 años;1030;san felipe;V Valparaiso;13-07-2022
a1820;21677;13842;1;301;2022-05-14 00:00:00.000000;709155;4;9;Locales;De 46 a 60 años;23699;san felipe;V Valparaiso;16-05-2022
a1820;11189;6629;1;463;2021-07-26 00:00:00.000000;561182;9;9;Locales;De 46 a 60 años;13426;san felipe;V Valparaiso;31-07-2021
a1820;39108;24542;1;571;2021-07-05 00:00:00.000000;547487;10;10;Locales;De 46 a 60 años;19079;las condes;Metropolitana;06-07-2021
a1821;29099;38771;1;484;2022-08-08 00:00:00.000000;761228;9;9;Locales;De 46 a 60 años;11068;concepcion;VIII Biobio;09-08-2022
a1822;22964;20246;1;;2022-06-01 00:00:00.000000;728189;5;;Retiro en Tienda;De 46 a 60 años;3499;la cisterna;Metropolitana;15-06-2022
a1823;8498;4770;1;75;2022-07-21 00:00:00.000000;750530;9;10;Locales;De 46 a 60 años;13747;renca;Metropolitana;23-07-2022
a1824;107182;60623;1;166;2022-10-13 00:00:00.000000;793112;10;10;Locales;De 46 a 60 años;8814;maipu;Metropolitana;14-10-2022
a1825;10888;5283;1;471;2022-09-15 00:00:00.000000;779632;10;9;Locales;De 46 a 60 años;2493;traiguen;IX La Araucania;17-09-2022
a1826;50565;28541;1;318;2022-11-12 00:00:00.000000;812374;10;10;Locales;De 46 a 60 años;8882;ovalle;IV Coquimbo;19-11-2022
a1826;62852;41183;1;318;2021-05-26 00:00:00.000000;523386;10;10;Locales;De 46 a 60 años;5234;ovalle;IV Coquimbo;31-05-2021
a1826;5099;2112;1;318;2022-06-04 00:00:00.000000;721014;10;10;Locales;De 46 a 60 años;13338;ovalle;IV Coquimbo;05-06-2022
a1826;3099;1732;1;318;2021-06-19 00:00:00.000000;541631;10;10;Locales;De 46 a 60 años;5236;ovalle;IV Coquimbo;27-06-2021
a1827;33260;28791;1;331;2021-08-10 00:00:00.000000;567649;10;10;Locales;De 46 a 60 años;4482;cauquenes;VII Maule;11-08-2021
a1828;53172;33911;1;475;2021-06-24 00:00:00.000000;539905;9;10;Locales;De 46 a 60 años;3583;santiago;Metropolitana;25-06-2021
a1829;67698;36925;1;;2022-07-19 00:00:00.000000;751131;10;;Dermocoaching;De 46 a 60 años;4190;temuco;IX La Araucania;24-07-2022
a1830;11049;11640;1;166;2023-03-13 00:00:00.000000;872381;10;10;Locales;De 46 a 60 años;1694;maipu;Metropolitana;14-03-2023
a1830;51011;31741;1;175;2021-12-06 00:00:00.000000;626018;10;10;Locales;De 46 a 60 años;20978;maipu;Metropolitana;08-12-2021
a1831;187703;141935;1;;2022-04-06 00:00:00.000000;690765;9;;Retiro en Tienda;De 46 a 60 años;18808;rancagua;VI O'Higgins;12-04-2022
a1832;15299;6635;1;299;2022-08-02 00:00:00.000000;757131;10;9;Locales;De 46 a 60 años;9102;antofagasta;II Antofagasta;03-08-2022
a1833;59802;53790;1;;2022-10-05 00:00:00.000000;787854;10;;Retiro en Tienda;De 46 a 60 años;11228;colina;Metropolitana;06-10-2022
a1833;30439;17727;1;615;2023-03-07 00:00:00.000000;869511;9;10;Locales;De 46 a 60 años;23102;colina;Metropolitana;08-03-2023
a1834;40039;21719;1;392;2022-08-19 00:00:00.000000;766912;10;10;Locales;De 46 a 60 años;23007;talcahuano;VIII Biobio;20-08-2022
a1835;29239;20382;1;333;2022-03-08 00:00:00.000000;671301;10;10;Locales;De 46 a 60 años;16265;copiapo;III Atacama;09-03-2022
a1836;23848;15924;1;470;2021-07-03 00:00:00.000000;545819;10;10;Locales;De 46 a 60 años;21730;angol;IX La Araucania;04-07-2021
a1836;22399;33049;1;470;2021-07-19 00:00:00.000000;555317;10;10;Locales;De 46 a 60 años;21730;angol;IX La Araucania;20-07-2021
a1836;15147;18294;1;470;2021-08-02 00:00:00.000000;563030;10;10;Locales;De 46 a 60 años;3327;angol;IX La Araucania;03-08-2021
a1836;49287;41344;1;470;2022-01-21 00:00:00.000000;648554;10;10;Locales;De 46 a 60 años;530;angol;IX La Araucania;22-01-2022
a1837;14379;7887;1;348;2021-08-25 00:00:00.000000;576969;9;9;Locales;De 46 a 60 años;20986;arica;XV Arica y Parinacota;30-08-2021
a1838;60059;47646;1;459;2021-08-13 00:00:00.000000;569249;10;10;Locales;De 46 a 60 años;3938;alto hospicio;I Tarapaca;14-08-2021
a1839;6194;3740;1;341;2021-02-15 00:00:00.000000;476626;10;10;Locales;De 46 a 60 años;5769;concepcion;VIII Biobio;16-02-2021
a1840;16418;7158;1;422;2021-04-03 00:00:00.000000;491080;10;10;Locales;De 46 a 60 años;15654;valparaiso;V Valparaiso;04-04-2021
a1840;20203;8749;1;422;2021-05-30 00:00:00.000000;523289;10;10;Locales;De 46 a 60 años;15320;valparaiso;V Valparaiso;31-05-2021
a1840;56302;30362;1;422;2021-06-27 00:00:00.000000;541970;10;10;Locales;De 46 a 60 años;15320;valparaiso;V Valparaiso;28-06-2021
a1840;24263;10419;1;422;2021-07-04 00:00:00.000000;546750;10;10;Locales;De 46 a 60 años;11256;valparaiso;V Valparaiso;05-07-2021
a1840;11505;4211;1;422;2021-07-17 00:00:00.000000;553956;10;10;Locales;De 46 a 60 años;15320;valparaiso;V Valparaiso;18-07-2021
a1840;17206;8916;1;422;2021-08-01 00:00:00.000000;562103;10;10;Locales;De 46 a 60 años;15320;valparaiso;V Valparaiso;02-08-2021
a1840;35169;18839;1;422;2021-10-03 00:00:00.000000;593152;10;10;Locales;De 46 a 60 años;11256;valparaiso;V Valparaiso;04-10-2021
a1840;45921;21121;1;422;2021-11-27 00:00:00.000000;621540;10;10;Locales;De 46 a 60 años;14878;valparaiso;V Valparaiso;28-11-2021
a1840;20698;5271;1;422;2021-12-05 00:00:00.000000;625606;10;10;Locales;De 46 a 60 años;15654;valparaiso;V Valparaiso;06-12-2021
a1840;13334;4222;1;422;2021-12-26 00:00:00.000000;636651;10;10;Locales;De 46 a 60 años;14878;valparaiso;V Valparaiso;27-12-2021
a1840;15786;6076;1;422;2022-01-15 00:00:00.000000;645492;6;10;Locales;De 46 a 60 años;14445;valparaiso;V Valparaiso;16-01-2022
a1840;30626;16526;1;422;2022-03-06 00:00:00.000000;670117;10;10;Locales;De 46 a 60 años;19328;valparaiso;V Valparaiso;07-03-2022
a1840;11374;4868;1;422;2021-02-20 00:00:00.000000;478116;10;10;Locales;De 46 a 60 años;14878;valparaiso;V Valparaiso;21-02-2021
a1840;21308;11934;1;422;2022-02-19 00:00:00.000000;661820;10;10;Locales;De 46 a 60 años;14878;valparaiso;V Valparaiso;20-02-2022
a1840;8768;3770;1;422;2021-01-16 00:00:00.000000;466651;10;10;Locales;De 46 a 60 años;14878;valparaiso;V Valparaiso;17-01-2021
a1840;10273;3385;1;422;2021-06-20 00:00:00.000000;537583;10;10;Locales;De 46 a 60 años;14445;valparaiso;V Valparaiso;21-06-2021
a1840;17815;8168;1;422;2021-07-25 00:00:00.000000;558570;10;10;Locales;De 46 a 60 años;14878;valparaiso;V Valparaiso;26-07-2021
a1840;11439;5999;1;422;2021-08-08 00:00:00.000000;566623;10;10;Locales;De 46 a 60 años;14878;valparaiso;V Valparaiso;09-08-2021
a1840;36718;14656;1;422;2021-08-22 00:00:00.000000;574044;10;10;Locales;De 46 a 60 años;11256;valparaiso;V Valparaiso;23-08-2021
a1840;24156;9892;1;422;2021-09-05 00:00:00.000000;581435;10;10;Locales;De 46 a 60 años;14445;valparaiso;V Valparaiso;08-09-2021
a1840;12023;6708;1;422;2021-09-17 00:00:00.000000;587596;10;10;Locales;De 46 a 60 años;15654;valparaiso;V Valparaiso;21-09-2021
a1840;10610;2805;1;422;2022-01-08 00:00:00.000000;641995;10;10;Locales;De 46 a 60 años;24791;valparaiso;V Valparaiso;09-01-2022
a1840;10569;5530;1;422;2022-04-30 00:00:00.000000;700516;3;5;Locales;De 46 a 60 años;25385;valparaiso;V Valparaiso;01-05-2022
a1840;81706;44897;1;422;2022-09-10 00:00:00.000000;777120;10;10;Locales;De 46 a 60 años;24791;valparaiso;V Valparaiso;12-09-2022
a1840;16736;7247;1;469;2022-07-13 00:00:00.000000;745613;10;10;Locales;De 46 a 60 años;3529;valparaiso;V Valparaiso;15-07-2022
a1840;14099;24148;1;469;2021-06-11 00:00:00.000000;531743;10;10;Locales;De 46 a 60 años;3529;valparaiso;V Valparaiso;12-06-2021
a1840;7419;4782;1;469;2021-10-15 00:00:00.000000;600332;6;10;Locales;De 46 a 60 años;11980;valparaiso;V Valparaiso;16-10-2021
a1840;45672;26272;1;469;2021-11-05 00:00:00.000000;611660;10;10;Locales;De 46 a 60 años;2732;valparaiso;V Valparaiso;06-11-2021
a1840;55996;27429;1;469;2022-05-09 00:00:00.000000;705472;10;10;Locales;De 46 a 60 años;8393;valparaiso;V Valparaiso;10-05-2022
a1840;43998;23222;1;469;2022-10-12 00:00:00.000000;792516;10;10;Locales;De 46 a 60 años;2732;valparaiso;V Valparaiso;13-10-2022
a1841;9998;8284;1;289;2022-11-08 00:00:00.000000;807181;10;10;Locales;De 46 a 60 años;13126;concepcion;VIII Biobio;10-11-2022
a1841;5819;4849;1;289;2021-10-29 00:00:00.000000;609744;10;10;Locales;De 46 a 60 años;4639;concepcion;VIII Biobio;03-11-2021
a1841;6119;4941;1;289;2022-02-27 00:00:00.000000;666057;10;10;Locales;De 46 a 60 años;12387;concepcion;VIII Biobio;28-02-2022
a1841;5819;4874;1;289;2021-12-19 00:00:00.000000;633222;10;10;Locales;De 46 a 60 años;24492;concepcion;VIII Biobio;20-12-2021
a1841;7124;4760;1;289;2021-05-22 00:00:00.000000;521576;10;10;Locales;De 46 a 60 años;22359;concepcion;VIII Biobio;28-05-2021
a1841;7599;15094;1;289;2021-07-14 00:00:00.000000;554640;10;10;Locales;De 46 a 60 años;22359;concepcion;VIII Biobio;19-07-2021
a1842;12847;5744;1;361;2022-07-27 00:00:00.000000;756060;10;10;Locales;De 46 a 60 años;22962;puerto montt;X Los Lagos;02-08-2022
a1843;27730;20531;1;253;2022-08-07 00:00:00.000000;760467;10;10;Locales;De 46 a 60 años;19672;constitucion;VII Maule;08-08-2022
a1843;12749;9495;1;253;2021-03-19 00:00:00.000000;487746;7;7;Locales;De 46 a 60 años;7190;constitucion;VII Maule;24-03-2021
a1843;15678;9490;1;253;2021-07-12 00:00:00.000000;551383;8;10;Locales;De 46 a 60 años;19672;constitucion;VII Maule;13-07-2021
a1844;102582;61196;1;;2022-11-10 00:00:00.000000;808775;10;;Ãltima Milla;De 46 a 60 años;36;macul;Metropolitana;12-11-2022
a1845;12539;13759;1;783;2023-01-17 00:00:00.000000;844628;8;10;Locales;De 46 a 60 años;20314;puente alto;Metropolitana;19-01-2023
a1845;16481;13364;1;783;2022-08-19 00:00:00.000000;766657;10;10;Locales;De 46 a 60 años;1071;puente alto;Metropolitana;20-08-2022
a1846;15848;31522;1;263;2021-12-28 00:00:00.000000;639051;9;9;Locales;De 46 a 60 años;6900;providencia;Metropolitana;02-01-2022
a1847;4504;992;1;710;2022-01-25 00:00:00.000000;650658;10;10;Locales;De 46 a 60 años;21139;santiago;Metropolitana;26-01-2022
a1848;19147;4264;1;182;2022-11-21 00:00:00.000000;816825;1;6;Locales;De 46 a 60 años;19479;san miguel;Metropolitana;27-11-2022
a1848;7498;2479;1;183;2022-02-05 00:00:00.000000;657800;7;7;Locales;De 46 a 60 años;20017;la reina;Metropolitana;12-02-2022
a1849;7678;4977;1;123;2021-06-02 00:00:00.000000;525303;9;9;Locales;De 46 a 60 años;13914;vitacura;Metropolitana;03-06-2021
a1849;52552;21381;1;;2021-03-15 00:00:00.000000;485240;2;;Ãltima Milla Deshab;De 46 a 60 años;13894;Ñuñoa;Metropolitana;17-03-2021
a1850;34522;19386;1;643;2022-09-15 00:00:00.000000;780374;8;8;Locales;De 46 a 60 años;12416;hualpen;VIII Biobio;20-09-2022
a1851;12879;7609;1;371;2022-06-10 00:00:00.000000;725882;9;9;Locales;De 46 a 60 años;8880;concepcion;VIII Biobio;11-06-2022
a1852;35698;19853;1;220;2022-11-03 00:00:00.000000;861871;9;10;Locales;De 46 a 60 años;4886;san miguel;Metropolitana;22-02-2023
a1853;8999;4401;1;;2021-09-04 00:00:00.000000;583872;10;;Dermocoaching;De 46 a 60 años;8204;huechuraba;Metropolitana;12-09-2021
a1854;9088;8811;1;173;2022-04-21 00:00:00.000000;697943;9;10;Locales;De 46 a 60 años;23343;providencia;Metropolitana;27-04-2022
a1854;39033;59846;1;264;2021-07-28 00:00:00.000000;560467;9;10;Locales;De 46 a 60 años;20999;la florida;Metropolitana;29-07-2021
a1854;39033;60601;1;405;2021-12-22 00:00:00.000000;636303;9;10;Locales;De 46 a 60 años;12874;la florida;Metropolitana;27-12-2021
a1855;27394;17423;1;67;2021-12-08 00:00:00.000000;627428;8;8;Locales;De 46 a 60 años;22804;puente alto;Metropolitana;10-12-2021
a1855;20679;12730;1;405;2022-03-06 00:00:00.000000;670232;10;10;Locales;De 46 a 60 años;7887;la florida;Metropolitana;08-03-2022
a1856;70850;47799;1;166;2021-04-01 00:00:00.000000;492927;10;10;Locales;De 36 a 45 años;8707;maipu;Metropolitana;08-04-2021
a1856;17873;13527;1;466;2022-04-11 00:00:00.000000;692863;10;10;Locales;De 36 a 45 años;6735;providencia;Metropolitana;17-04-2022
a1857;4124;1980;1;365;2021-12-29 00:00:00.000000;639519;8;10;Locales;De 46 a 60 años;9677;talca;VII Maule;03-01-2022
